id,TEMPERATURE_C,HUMIDITY_percentage,ALTITUDE_m,PRESSURE_hPa,PM10,PM25,PM100,P03um_perdecilitre,P05um_perdecilitre,P10um_perdecilitre,P25um_perdecilitre,P50um_perdecilitre,P100um_perdecilitre,CO2_ppm,TVOC_ppb,AIR_QUALITY_ppm,GAS_RESISTANCE_KOhms,TIME
622,24.94,64.25,217.14,98744.00,3.00,5.00,7.00,816.00,245.00,28.00,7.00,2.00,0.00,455.00,8.00,1400.00,33633.00,"2022-04-30 00:24:18"
623,24.96,64.45,217.14,98744.00,4.00,5.00,7.00,735.00,221.00,21.00,4.00,2.00,2.00,455.00,8.00,1403.00,33633.00,"2022-04-30 00:24:45"
624,24.95,64.36,217.22,98743.00,4.00,5.00,7.00,849.00,274.00,21.00,4.00,2.00,0.00,462.00,9.00,1281.00,33309.00,"2022-04-30 00:25:12"
625,24.95,64.51,217.31,98742.00,5.00,5.00,6.00,879.00,267.00,28.00,2.00,2.00,0.00,448.00,7.00,1313.00,33390.00,"2022-04-30 00:25:39"
626,24.96,64.41,217.39,98741.00,5.00,5.00,6.00,900.00,284.00,9.00,2.00,2.00,0.00,454.00,8.00,1310.00,33363.00,"2022-04-30 00:26:06"
627,24.96,64.45,217.48,98740.00,4.00,5.00,6.00,837.00,260.00,16.00,2.00,2.00,2.00,461.00,9.00,1310.00,33363.00,"2022-04-30 00:26:33"
628,24.99,64.32,217.48,98740.00,3.00,3.00,6.00,636.00,199.00,28.00,7.00,2.00,0.00,451.00,7.00,1305.00,33336.00,"2022-04-30 00:27:00"
629,24.97,64.36,217.48,98740.00,6.00,8.00,11.00,1035.00,321.00,28.00,5.00,5.00,0.00,400.00,0.00,1328.00,33390.00,"2022-04-30 00:27:27"
630,24.96,64.35,217.56,98739.00,3.00,6.00,9.00,858.00,274.00,40.00,6.00,2.00,0.00,400.00,0.00,1318.00,33578.00,"2022-04-30 00:27:55"
631,24.97,64.33,217.56,98739.00,5.00,6.00,6.00,996.00,321.00,24.00,0.00,0.00,0.00,436.00,5.00,1331.00,33416.00,"2022-04-30 00:28:22"
632,24.99,64.42,217.65,98738.00,4.00,5.00,6.00,816.00,252.00,23.00,2.00,2.00,0.00,410.00,1.00,1367.00,33309.00,"2022-04-30 00:28:49"
633,24.97,64.46,217.73,98737.00,5.00,6.00,6.00,984.00,316.00,19.00,0.00,0.00,0.00,476.00,11.00,1443.00,33336.00,"2022-04-30 00:29:16"
634,24.96,64.38,217.73,98737.00,4.00,7.00,7.00,903.00,278.00,28.00,6.00,0.00,0.00,432.00,4.00,1335.00,33363.00,"2022-04-30 00:29:43"
635,24.92,64.53,217.82,98736.00,4.00,4.00,8.00,870.00,265.00,24.00,7.00,4.00,0.00,400.00,0.00,1298.00,33524.00,"2022-04-30 00:30:10"
636,24.93,64.57,217.73,98737.00,4.00,4.00,6.00,846.00,261.00,18.00,4.00,4.00,0.00,476.00,11.00,1378.00,33443.00,"2022-04-30 00:30:38"
637,24.89,64.63,217.73,98737.00,3.00,4.00,5.00,765.00,248.00,24.00,2.00,0.00,0.00,487.00,13.00,1419.00,33309.00,"2022-04-30 00:31:05"
638,24.82,64.95,217.82,98736.00,3.00,4.00,4.00,717.00,216.00,9.00,2.00,0.00,0.00,465.00,9.00,1378.00,33416.00,"2022-04-30 00:31:32"
639,24.81,64.97,217.82,98736.00,5.00,8.00,9.00,930.00,295.00,48.00,2.00,2.00,0.00,473.00,11.00,1407.00,33470.00,"2022-04-30 00:31:59"
640,24.83,64.98,217.82,98736.00,4.00,6.00,6.00,921.00,286.00,29.00,0.00,0.00,0.00,476.00,11.00,1448.00,33309.00,"2022-04-30 00:32:26"
641,24.87,64.86,217.99,98734.00,4.00,5.00,7.00,885.00,267.00,23.00,2.00,2.00,0.00,455.00,8.00,1413.00,33309.00,"2022-04-30 00:32:53"
642,24.84,64.74,217.99,98734.00,4.00,5.00,6.00,810.00,257.00,24.00,2.00,2.00,0.00,455.00,8.00,1280.00,33497.00,"2022-04-30 00:33:21"
643,24.78,65.00,218.16,98732.00,4.00,4.00,7.00,828.00,261.00,18.00,6.00,4.00,0.00,443.00,6.00,1327.00,33470.00,"2022-04-30 00:33:48"
644,24.78,64.88,218.16,98732.00,4.00,4.00,7.00,891.00,259.00,23.00,4.00,4.00,0.00,451.00,7.00,1328.00,33363.00,"2022-04-30 00:34:15"
645,24.82,64.98,218.07,98733.00,4.00,4.00,10.00,786.00,245.00,16.00,10.00,7.00,0.00,448.00,7.00,1321.00,33524.00,"2022-04-30 00:34:42"
646,24.83,64.95,218.07,98733.00,4.00,4.00,4.00,828.00,253.00,19.00,0.00,0.00,0.00,400.00,0.00,1285.00,33470.00,"2022-04-30 00:35:09"
647,24.87,64.77,218.16,98732.00,3.00,4.00,6.00,780.00,230.00,17.00,2.00,2.00,2.00,427.00,4.00,1318.00,33416.00,"2022-04-30 00:35:36"
648,24.86,64.93,217.99,98734.00,4.00,5.00,6.00,834.00,266.00,21.00,2.00,2.00,0.00,400.00,0.00,1318.00,33283.00,"2022-04-30 00:36:04"
649,24.88,64.74,218.16,98732.00,4.00,4.00,6.00,765.00,237.00,21.00,4.00,2.00,0.00,460.00,9.00,1410.00,33416.00,"2022-04-30 00:36:31"
650,24.91,64.60,218.41,98729.00,4.00,5.00,8.00,861.00,278.00,29.00,4.00,2.00,2.00,459.00,8.00,1399.00,33203.00,"2022-04-30 00:36:58"
651,24.92,64.52,218.33,98730.00,3.00,3.00,6.00,723.00,231.00,11.00,4.00,4.00,0.00,454.00,8.00,1397.00,33416.00,"2022-04-30 00:37:25"
652,24.87,64.56,218.33,98730.00,6.00,7.00,8.00,1137.00,353.00,31.00,2.00,0.00,0.00,411.00,1.00,1390.00,33309.00,"2022-04-30 00:37:52"
653,24.87,64.52,218.41,98729.00,6.00,8.00,10.00,921.00,280.00,41.00,4.00,2.00,2.00,454.00,8.00,1403.00,33605.00,"2022-04-30 00:38:19"
654,24.89,64.58,218.33,98730.00,3.00,3.00,3.00,663.00,208.00,11.00,0.00,0.00,0.00,460.00,9.00,1333.00,33470.00,"2022-04-30 00:38:46"
655,24.91,64.52,218.33,98730.00,5.00,6.00,7.00,948.00,279.00,18.00,2.00,0.00,0.00,454.00,8.00,1298.00,33309.00,"2022-04-30 00:39:14"
656,24.93,64.51,218.24,98731.00,3.00,5.00,8.00,816.00,259.00,21.00,4.00,4.00,2.00,460.00,9.00,1290.00,33309.00,"2022-04-30 00:39:41"
657,24.95,64.48,218.33,98730.00,3.00,3.00,5.00,756.00,235.00,11.00,4.00,0.00,0.00,454.00,8.00,1293.00,33283.00,"2022-04-30 00:40:08"
658,24.92,64.51,218.33,98730.00,6.00,6.00,9.00,993.00,300.00,18.00,6.00,2.00,0.00,413.00,1.00,1319.00,33416.00,"2022-04-30 00:40:35"
659,24.87,64.71,218.33,98730.00,4.00,4.00,4.00,753.00,235.00,13.00,0.00,0.00,0.00,400.00,0.00,1306.00,33443.00,"2022-04-30 00:41:02"
660,24.84,64.76,218.41,98729.00,4.00,4.00,5.00,819.00,251.00,9.00,2.00,2.00,0.00,400.00,0.00,1327.00,33363.00,"2022-04-30 00:41:29"
661,24.80,65.01,218.33,98730.00,6.00,8.00,11.00,1050.00,340.00,46.00,4.00,4.00,2.00,400.00,0.00,1318.00,33443.00,"2022-04-30 00:41:57"
662,24.84,64.91,218.33,98730.00,2.00,3.00,4.00,696.00,214.00,9.00,2.00,2.00,2.00,480.00,12.00,1405.00,33230.00,"2022-04-30 00:42:24"
663,24.83,64.94,218.33,98730.00,4.00,4.00,5.00,843.00,267.00,8.00,2.00,2.00,0.00,454.00,8.00,1392.00,33336.00,"2022-04-30 00:42:51"
664,24.84,64.99,218.33,98730.00,5.00,5.00,7.00,813.00,253.00,21.00,2.00,2.00,0.00,454.00,8.00,1409.00,33363.00,"2022-04-30 00:43:18"
665,24.81,65.18,218.41,98729.00,4.00,6.00,7.00,759.00,227.00,42.00,2.00,0.00,0.00,454.00,8.00,1307.00,33336.00,"2022-04-30 00:43:45"
666,24.83,64.95,218.41,98729.00,4.00,5.00,5.00,669.00,219.00,12.00,0.00,0.00,0.00,454.00,8.00,1301.00,33363.00,"2022-04-30 00:44:13"
667,24.83,64.89,218.50,98728.00,5.00,5.00,8.00,975.00,313.00,14.00,4.00,4.00,0.00,448.00,7.00,1325.00,33336.00,"2022-04-30 00:44:40"
668,24.85,64.72,218.41,98729.00,2.00,3.00,6.00,642.00,206.00,18.00,4.00,4.00,2.00,400.00,0.00,1313.00,33416.00,"2022-04-30 00:45:07"
669,24.86,64.67,218.33,98730.00,4.00,5.00,7.00,870.00,264.00,34.00,4.00,2.00,0.00,421.00,3.00,1310.00,33309.00,"2022-04-30 00:45:34"
670,24.88,64.96,218.33,98730.00,4.00,6.00,7.00,879.00,271.00,36.00,2.00,2.00,0.00,417.00,2.00,1319.00,33097.00,"2022-04-30 00:46:01"
671,24.87,64.93,218.24,98731.00,3.00,3.00,5.00,717.00,215.00,13.00,2.00,2.00,0.00,400.00,0.00,1307.00,33256.00,"2022-04-30 00:46:28"
672,24.88,65.02,218.16,98732.00,4.00,5.00,5.00,930.00,281.00,17.00,0.00,0.00,0.00,481.00,12.00,1399.00,33045.00,"2022-04-30 00:46:56"
673,24.89,65.05,218.24,98731.00,5.00,6.00,6.00,999.00,300.00,35.00,0.00,0.00,0.00,425.00,3.00,1312.00,33019.00,"2022-04-30 00:47:23"
674,24.85,65.35,218.24,98731.00,4.00,6.00,6.00,771.00,242.00,40.00,0.00,0.00,0.00,460.00,9.00,1355.00,32888.00,"2022-04-30 00:47:50"
675,24.81,65.66,218.24,98731.00,4.00,4.00,5.00,690.00,224.00,20.00,2.00,0.00,0.00,461.00,8.00,1412.00,32836.00,"2022-04-30 00:48:17"
676,24.74,65.82,218.33,98730.00,4.00,9.00,14.00,1035.00,321.00,63.00,8.00,6.00,2.00,464.00,9.00,1371.00,32914.00,"2022-04-30 00:48:44"
677,24.72,65.97,218.33,98730.00,6.00,7.00,8.00,1035.00,326.00,31.00,2.00,2.00,0.00,466.00,10.00,1427.00,32836.00,"2022-04-30 00:49:11"
678,24.78,65.93,218.33,98730.00,4.00,5.00,7.00,918.00,280.00,21.00,2.00,2.00,0.00,400.00,0.00,1399.00,32966.00,"2022-04-30 00:49:39"
679,24.80,65.60,218.41,98729.00,7.00,9.00,10.00,1110.00,343.00,38.00,2.00,2.00,0.00,460.00,9.00,1367.00,32940.00,"2022-04-30 00:50:06"
680,24.79,65.80,218.33,98730.00,4.00,5.00,8.00,804.00,251.00,16.00,4.00,4.00,0.00,472.00,10.00,1405.00,32733.00,"2022-04-30 00:50:33"
681,24.81,65.81,218.16,98732.00,5.00,6.00,6.00,954.00,300.00,22.00,0.00,0.00,0.00,414.00,2.00,1335.00,32276.00,"2022-04-30 00:51:00"
682,24.84,65.68,218.16,98732.00,6.00,9.00,11.00,1056.00,334.00,74.00,7.00,2.00,0.00,427.00,4.00,1357.00,32052.00,"2022-04-30 00:51:27"
683,24.80,65.65,218.24,98731.00,3.00,4.00,5.00,675.00,208.00,16.00,2.00,0.00,0.00,400.00,0.00,1371.00,32077.00,"2022-04-30 00:51:54"
684,24.81,66.10,218.16,98732.00,5.00,6.00,6.00,945.00,290.00,18.00,2.00,0.00,0.00,400.00,0.00,1353.00,32052.00,"2022-04-30 00:52:21"
685,24.83,65.87,218.16,98732.00,6.00,7.00,7.00,972.00,292.00,21.00,0.00,0.00,0.00,407.00,1.00,1369.00,32077.00,"2022-04-30 00:52:48"
686,24.82,65.75,218.24,98731.00,5.00,5.00,6.00,813.00,240.00,18.00,4.00,0.00,0.00,400.00,0.00,1365.00,32251.00,"2022-04-30 00:53:16"
687,24.81,65.77,218.33,98730.00,4.00,4.00,5.00,687.00,217.00,18.00,2.00,0.00,0.00,421.00,3.00,1359.00,32226.00,"2022-04-30 00:53:43"
688,24.82,65.60,218.33,98730.00,5.00,6.00,7.00,855.00,265.00,22.00,2.00,2.00,0.00,400.00,0.00,1341.00,31978.00,"2022-04-30 00:54:10"
689,24.82,65.66,218.41,98729.00,4.00,6.00,7.00,855.00,264.00,41.00,2.00,2.00,0.00,463.00,9.00,1393.00,32077.00,"2022-04-30 00:54:37"
690,24.84,65.64,218.50,98728.00,4.00,4.00,6.00,819.00,267.00,18.00,2.00,2.00,0.00,454.00,8.00,1344.00,32201.00,"2022-04-30 00:55:04"
691,24.81,65.76,218.58,98727.00,3.00,4.00,7.00,801.00,236.00,9.00,4.00,4.00,2.00,460.00,9.00,1351.00,32101.00,"2022-04-30 00:55:31"
692,24.80,65.82,218.58,98727.00,4.00,6.00,10.00,906.00,283.00,38.00,6.00,6.00,2.00,400.00,0.00,1360.00,32201.00,"2022-04-30 00:55:58"
693,24.79,65.81,218.67,98726.00,4.00,4.00,6.00,876.00,267.00,13.00,4.00,2.00,0.00,406.00,0.00,1355.00,32351.00,"2022-04-30 00:56:25"
694,24.78,65.77,218.67,98726.00,4.00,4.00,4.00,816.00,247.00,10.00,0.00,0.00,0.00,438.00,5.00,1344.00,32351.00,"2022-04-30 00:56:53"
695,24.77,65.80,218.67,98726.00,4.00,4.00,8.00,834.00,255.00,23.00,7.00,4.00,0.00,400.00,0.00,1346.00,32251.00,"2022-04-30 00:57:20"
696,24.77,65.92,218.67,98726.00,4.00,5.00,5.00,852.00,260.00,19.00,0.00,0.00,0.00,470.00,10.00,1410.00,32027.00,"2022-04-30 00:57:47"
697,24.79,65.82,218.75,98725.00,5.00,5.00,7.00,966.00,289.00,18.00,4.00,2.00,0.00,491.00,13.00,1415.00,32351.00,"2022-04-30 00:58:14"
698,24.81,65.70,218.75,98725.00,3.00,5.00,6.00,846.00,262.00,29.00,2.00,0.00,0.00,462.00,9.00,1423.00,32201.00,"2022-04-30 00:58:41"
699,24.81,65.81,218.75,98725.00,4.00,5.00,7.00,861.00,269.00,17.00,2.00,2.00,2.00,461.00,9.00,1392.00,32251.00,"2022-04-30 00:59:08"
700,24.79,65.72,218.75,98725.00,4.00,5.00,6.00,807.00,253.00,19.00,2.00,2.00,0.00,476.00,11.00,1342.00,32251.00,"2022-04-30 00:59:36"
701,24.76,65.97,218.67,98726.00,5.00,6.00,8.00,945.00,279.00,33.00,4.00,2.00,0.00,420.00,0.00,1360.00,32176.00,"2022-04-30 01:00:03"
702,24.74,66.02,218.58,98727.00,3.00,3.00,4.00,753.00,229.00,4.00,2.00,0.00,0.00,465.00,9.00,1360.00,32326.00,"2022-04-30 01:00:30"
703,24.71,65.78,218.67,98726.00,5.00,5.00,5.00,906.00,280.00,6.00,0.00,0.00,0.00,459.00,8.00,1355.00,32605.00,"2022-04-30 01:00:57"
704,24.69,65.82,218.75,98725.00,5.00,6.00,10.00,1038.00,322.00,31.00,4.00,4.00,2.00,459.00,8.00,1326.00,32301.00,"2022-04-30 01:01:24"
705,24.79,65.85,218.92,98723.00,3.00,4.00,5.00,750.00,223.00,12.00,2.00,2.00,0.00,400.00,0.00,1283.00,32077.00,"2022-04-30 01:02:19"
706,24.92,65.63,219.01,98722.00,5.00,5.00,10.00,936.00,296.00,27.00,6.00,6.00,2.00,400.00,0.00,1355.00,31929.00,"2022-04-30 01:02:46"
707,24.99,65.22,219.09,98721.00,6.00,7.00,10.00,1077.00,337.00,51.00,5.00,2.00,0.00,400.00,0.00,1360.00,31831.00,"2022-04-30 01:03:13"
708,25.05,65.01,219.09,98721.00,5.00,6.00,6.00,951.00,303.00,24.00,0.00,0.00,0.00,418.00,2.00,1403.00,31831.00,"2022-04-30 01:03:40"
709,25.07,65.04,219.26,98719.00,5.00,6.00,6.00,975.00,302.00,31.00,0.00,0.00,0.00,400.00,0.00,1317.00,31929.00,"2022-04-30 01:04:07"
710,25.11,64.72,219.18,98720.00,6.00,9.00,9.00,999.00,323.00,28.00,4.00,0.00,0.00,411.00,1.00,1286.00,31904.00,"2022-04-30 01:04:34"
711,25.12,64.80,219.18,98720.00,7.00,8.00,8.00,1080.00,350.00,18.00,0.00,0.00,0.00,407.00,1.00,1293.00,31831.00,"2022-04-30 01:05:01"
712,25.11,64.73,219.26,98719.00,6.00,7.00,7.00,939.00,295.00,26.00,0.00,0.00,0.00,400.00,0.00,1264.00,31929.00,"2022-04-30 01:05:29"
713,25.11,64.67,219.26,98719.00,7.00,7.00,7.00,1095.00,333.00,19.00,0.00,0.00,0.00,418.00,2.00,1328.00,32151.00,"2022-04-30 01:05:56"
714,25.08,64.77,219.18,98720.00,6.00,7.00,8.00,990.00,311.00,24.00,2.00,0.00,0.00,463.00,9.00,1317.00,31953.00,"2022-04-30 01:06:23"
715,25.06,64.75,219.26,98719.00,6.00,7.00,8.00,924.00,292.00,23.00,2.00,2.00,0.00,436.00,5.00,1329.00,32003.00,"2022-04-30 01:06:50"
716,25.05,64.81,219.26,98719.00,7.00,7.00,10.00,1029.00,314.00,19.00,5.00,5.00,0.00,451.00,7.00,1311.00,32126.00,"2022-04-30 01:07:17"
717,25.07,64.81,219.18,98720.00,6.00,6.00,9.00,945.00,300.00,20.00,5.00,5.00,0.00,432.00,4.00,1217.00,31978.00,"2022-04-30 01:07:44"
718,25.08,64.81,219.09,98721.00,6.00,6.00,7.00,951.00,296.00,19.00,2.00,0.00,0.00,432.00,4.00,1251.00,31953.00,"2022-04-30 01:08:11"
719,25.07,64.96,219.09,98721.00,5.00,6.00,6.00,852.00,265.00,18.00,2.00,0.00,0.00,425.00,3.00,1249.00,31783.00,"2022-04-30 01:08:39"
720,25.06,64.96,219.01,98722.00,7.00,7.00,8.00,1044.00,317.00,18.00,2.00,2.00,0.00,423.00,3.00,1232.00,31904.00,"2022-04-30 01:09:06"
721,25.01,65.03,218.92,98723.00,5.00,6.00,6.00,852.00,257.00,15.00,0.00,0.00,0.00,411.00,1.00,1234.00,32003.00,"2022-04-30 01:09:33"
722,24.99,65.23,218.92,98723.00,5.00,5.00,5.00,984.00,289.00,18.00,0.00,0.00,0.00,400.00,0.00,1238.00,31880.00,"2022-04-30 01:10:00"
723,24.98,65.24,219.01,98722.00,6.00,6.00,6.00,942.00,290.00,14.00,0.00,0.00,0.00,411.00,1.00,1283.00,31880.00,"2022-04-30 01:10:27"
724,24.94,65.30,219.09,98721.00,5.00,6.00,6.00,900.00,285.00,27.00,2.00,0.00,0.00,418.00,2.00,1235.00,32052.00,"2022-04-30 01:10:55"
725,24.93,65.23,219.09,98721.00,5.00,5.00,6.00,906.00,277.00,14.00,2.00,2.00,0.00,405.00,0.00,1231.00,32101.00,"2022-04-30 01:11:22"
726,24.93,65.25,219.18,98720.00,5.00,6.00,6.00,960.00,300.00,13.00,0.00,0.00,0.00,400.00,0.00,1227.00,32251.00,"2022-04-30 01:11:49"
727,24.97,65.03,219.09,98721.00,5.00,6.00,6.00,894.00,276.00,28.00,0.00,0.00,0.00,400.00,0.00,1254.00,32052.00,"2022-04-30 01:12:16"
728,24.99,65.21,219.09,98721.00,6.00,7.00,9.00,1119.00,338.00,25.00,4.00,4.00,0.00,411.00,1.00,1259.00,32027.00,"2022-04-30 01:12:43"
729,24.92,65.42,219.01,98722.00,6.00,10.00,12.00,1134.00,362.00,68.00,6.00,2.00,0.00,400.00,0.00,1207.00,31929.00,"2022-04-30 01:13:10"
730,24.83,65.77,219.09,98721.00,6.00,7.00,9.00,1104.00,349.00,26.00,2.00,2.00,0.00,405.00,0.00,1206.00,32126.00,"2022-04-30 01:13:37"
731,24.82,65.79,219.01,98722.00,6.00,6.00,9.00,1032.00,322.00,24.00,6.00,2.00,0.00,448.00,7.00,1232.00,32077.00,"2022-04-30 01:14:04"
732,24.86,65.67,218.75,98725.00,6.00,7.00,9.00,1035.00,313.00,25.00,2.00,2.00,0.00,400.00,0.00,1216.00,32077.00,"2022-04-30 01:14:32"
733,24.82,65.74,218.84,98724.00,7.00,8.00,10.00,987.00,308.00,39.00,4.00,2.00,0.00,411.00,1.00,1239.00,31953.00,"2022-04-30 01:14:59"
734,24.73,66.11,219.01,98722.00,6.00,7.00,8.00,1002.00,313.00,21.00,2.00,2.00,0.00,432.00,4.00,1238.00,32101.00,"2022-04-30 01:15:27"
735,24.68,66.28,219.09,98721.00,6.00,7.00,9.00,990.00,317.00,27.00,4.00,2.00,0.00,439.00,5.00,1214.00,32052.00,"2022-04-30 01:15:54"
736,24.71,66.06,219.09,98721.00,5.00,6.00,7.00,990.00,304.00,21.00,2.00,2.00,2.00,417.00,2.00,1213.00,32226.00,"2022-04-30 01:16:21"
737,24.77,66.00,219.09,98721.00,6.00,7.00,10.00,975.00,302.00,29.00,4.00,4.00,0.00,411.00,1.00,1277.00,32151.00,"2022-04-30 01:16:48"
738,24.80,65.98,219.01,98722.00,5.00,6.00,9.00,1089.00,323.00,35.00,6.00,2.00,0.00,427.00,4.00,1242.00,32376.00,"2022-04-30 01:17:15"
739,24.80,65.87,219.09,98721.00,6.00,7.00,8.00,1119.00,349.00,23.00,2.00,2.00,0.00,418.00,2.00,1193.00,32101.00,"2022-04-30 01:17:42"
740,24.75,66.01,219.26,98719.00,6.00,6.00,6.00,861.00,266.00,6.00,0.00,0.00,0.00,423.00,3.00,1206.00,32226.00,"2022-04-30 01:18:09"
741,24.76,66.22,219.26,98719.00,7.00,7.00,7.00,1074.00,332.00,23.00,0.00,0.00,0.00,423.00,3.00,1205.00,31856.00,"2022-04-30 01:18:38"
742,24.72,66.12,219.35,98718.00,5.00,6.00,7.00,1080.00,321.00,21.00,2.00,2.00,0.00,432.00,4.00,1238.00,32003.00,"2022-04-30 01:19:05"
743,24.72,66.10,219.35,98718.00,4.00,5.00,5.00,897.00,277.00,27.00,0.00,0.00,0.00,428.00,4.00,1187.00,32226.00,"2022-04-30 01:19:32"
744,24.68,66.20,219.52,98716.00,8.00,9.00,12.00,1359.00,410.00,20.00,4.00,4.00,2.00,432.00,4.00,1184.00,32077.00,"2022-04-30 01:19:59"
745,24.69,66.22,219.60,98715.00,7.00,8.00,8.00,1005.00,313.00,44.00,0.00,0.00,0.00,427.00,4.00,1198.00,32376.00,"2022-04-30 01:20:26"
746,24.70,66.11,219.60,98715.00,6.00,9.00,10.00,1038.00,327.00,55.00,2.00,2.00,0.00,424.00,3.00,1194.00,32101.00,"2022-04-30 01:20:53"
747,24.67,66.19,219.77,98713.00,5.00,6.00,11.00,876.00,276.00,27.00,7.00,4.00,2.00,428.00,4.00,1173.00,32226.00,"2022-04-30 01:21:21"
748,24.61,66.41,219.86,98712.00,7.00,8.00,8.00,1197.00,386.00,30.00,0.00,0.00,0.00,416.00,2.00,1186.00,32376.00,"2022-04-30 01:21:48"
749,24.63,66.49,219.86,98712.00,6.00,6.00,10.00,1080.00,327.00,36.00,7.00,5.00,0.00,405.00,0.00,1203.00,32201.00,"2022-04-30 01:22:15"
750,24.67,66.54,219.77,98713.00,8.00,9.00,10.00,1161.00,366.00,29.00,2.00,0.00,0.00,400.00,0.00,1173.00,32301.00,"2022-04-30 01:22:42"
751,24.62,66.34,220.03,98710.00,7.00,10.00,11.00,1239.00,376.00,43.00,4.00,0.00,0.00,400.00,0.00,1186.00,32301.00,"2022-04-30 01:23:09"
752,24.53,66.55,220.11,98709.00,6.00,7.00,12.00,1167.00,365.00,38.00,6.00,6.00,0.00,407.00,1.00,1169.00,32656.00,"2022-04-30 01:23:36"
753,24.49,66.80,220.20,98708.00,7.00,7.00,7.00,1080.00,338.00,23.00,0.00,0.00,0.00,424.00,3.00,1199.00,32452.00,"2022-04-30 01:24:03"
754,24.43,66.91,220.28,98707.00,5.00,8.00,8.00,1065.00,322.00,41.00,5.00,0.00,0.00,400.00,0.00,1196.00,32579.00,"2022-04-30 01:24:31"
755,24.47,67.13,220.20,98708.00,6.00,6.00,6.00,1056.00,339.00,14.00,0.00,0.00,0.00,400.00,0.00,1170.00,32376.00,"2022-04-30 01:24:58"
756,24.49,66.89,220.28,98707.00,8.00,11.00,11.00,1422.00,450.00,61.00,2.00,0.00,0.00,400.00,0.00,1200.00,32401.00,"2022-04-30 01:25:25"
757,24.45,66.99,220.45,98705.00,6.00,7.00,7.00,1125.00,345.00,19.00,0.00,0.00,0.00,400.00,0.00,1151.00,32452.00,"2022-04-30 01:25:52"
758,24.46,67.15,220.45,98705.00,4.00,5.00,7.00,795.00,244.00,15.00,4.00,2.00,0.00,405.00,0.00,1184.00,32528.00,"2022-04-30 01:26:19"
759,24.48,67.03,220.37,98706.00,6.00,9.00,14.00,1149.00,364.00,53.00,7.00,7.00,4.00,413.00,1.00,1224.00,32276.00,"2022-04-30 01:26:46"
760,24.49,67.06,220.37,98706.00,5.00,6.00,8.00,987.00,277.00,28.00,4.00,2.00,0.00,423.00,3.00,1237.00,31783.00,"2022-04-30 01:27:14"
761,24.54,66.80,220.45,98705.00,8.00,10.00,11.00,1230.00,378.00,28.00,2.00,2.00,0.00,414.00,2.00,1229.00,31638.00,"2022-04-30 01:27:41"
762,24.59,66.64,220.45,98705.00,6.00,8.00,8.00,1035.00,318.00,38.00,0.00,0.00,0.00,406.00,0.00,1232.00,31614.00,"2022-04-30 01:28:08"
763,24.62,66.54,220.37,98706.00,6.00,6.00,10.00,1158.00,355.00,25.00,6.00,6.00,0.00,414.00,2.00,1204.00,31638.00,"2022-04-30 01:28:35"
764,24.60,66.60,220.54,98704.00,6.00,7.00,7.00,1179.00,348.00,23.00,0.00,0.00,0.00,414.00,2.00,1170.00,31662.00,"2022-04-30 01:29:02"
765,24.60,66.72,220.54,98704.00,4.00,5.00,5.00,837.00,255.00,18.00,0.00,0.00,0.00,411.00,1.00,1202.00,31638.00,"2022-04-30 01:29:30"
766,24.60,66.65,220.45,98705.00,8.00,12.00,13.00,1365.00,430.00,91.00,4.00,0.00,0.00,400.00,0.00,1184.00,31590.00,"2022-04-30 01:29:57"
767,24.61,66.52,220.37,98706.00,6.00,7.00,9.00,1080.00,338.00,16.00,4.00,4.00,0.00,411.00,1.00,1198.00,31614.00,"2022-04-30 01:30:24"
768,24.64,66.57,220.37,98706.00,5.00,5.00,6.00,966.00,278.00,25.00,2.00,0.00,0.00,400.00,0.00,1206.00,31542.00,"2022-04-30 01:30:51"
769,24.63,66.46,220.37,98706.00,6.00,8.00,12.00,1131.00,353.00,40.00,8.00,6.00,0.00,400.00,0.00,1261.00,31734.00,"2022-04-30 01:31:18"
770,24.60,66.53,220.45,98705.00,7.00,7.00,9.00,1194.00,360.00,23.00,4.00,2.00,0.00,411.00,1.00,1234.00,31831.00,"2022-04-30 01:31:45"
771,24.62,66.47,220.45,98705.00,6.00,7.00,8.00,1059.00,339.00,23.00,2.00,2.00,0.00,420.00,3.00,1264.00,31758.00,"2022-04-30 01:32:12"
772,24.66,66.60,220.37,98706.00,7.00,7.00,9.00,1206.00,372.00,11.00,2.00,2.00,0.00,400.00,0.00,1197.00,31566.00,"2022-04-30 01:32:39"
773,24.66,66.46,220.37,98706.00,9.00,10.00,15.00,1425.00,440.00,28.00,8.00,8.00,2.00,406.00,0.00,1264.00,31734.00,"2022-04-30 01:33:07"
774,24.63,66.42,220.54,98704.00,6.00,8.00,9.00,1158.00,362.00,37.00,2.00,2.00,0.00,407.00,1.00,1213.00,31614.00,"2022-04-30 01:33:34"
775,24.61,66.63,220.54,98704.00,6.00,9.00,13.00,1125.00,344.00,47.00,10.00,6.00,0.00,400.00,0.00,1194.00,31710.00,"2022-04-30 01:34:01"
776,24.65,66.37,220.54,98704.00,8.00,8.00,8.00,1185.00,368.00,24.00,0.00,0.00,0.00,400.00,0.00,1226.00,31904.00,"2022-04-30 01:34:28"
777,24.68,66.21,220.45,98705.00,6.00,8.00,10.00,1116.00,344.00,38.00,4.00,2.00,2.00,414.00,2.00,1222.00,31807.00,"2022-04-30 01:34:55"
